x            y_obs        weight       y_calc       y_bkg        
33.6         26.0         0.03846      22.274       22.247       
33.62        30.0         0.03333      22.271       22.244       
33.64        19.0         0.05263      22.269       22.241       
33.66        24.0         0.04167      22.267       22.239       
33.68        37.0         0.02703      22.265       22.236       
33.7         22.0         0.04545      22.262       22.233       
33.72        28.0         0.03571      22.26        22.231       
33.74        25.0         0.04         22.258       22.228       
33.76        28.0         0.03571      22.256       22.225       
33.78        29.0         0.03448      22.254       22.223       
33.8         26.0         0.03846      22.252       22.22        
33.82        28.0         0.03571      22.25        22.217       
33.84        31.0         0.03226      22.248       22.215       
33.86        38.0         0.02632      22.246       22.212       
33.88        21.0         0.04762      22.244       22.209       
33.9         32.0         0.03125      22.242       22.207       
33.92        32.0         0.03125      22.24        22.204       
33.94        32.0         0.03125      22.238       22.201       
33.96        33.0         0.0303       22.236       22.199       
33.98        34.0         0.02941      22.234       22.196       
34.0         25.0         0.04         22.232       22.193       
34.02        32.0         0.03125      22.231       22.191       
34.04        36.0         0.02778      22.229       22.188       
34.06        31.0         0.03226      22.227       22.185       
34.08        32.0         0.03125      22.226       22.183       
34.1         34.0         0.02941      22.224       22.18        
34.12        32.0         0.03125      22.222       22.177       
34.14        31.0         0.03226      22.221       22.174       
34.16        38.0         0.02632      22.219       22.172       
34.18        42.0         0.02381      22.218       22.169       
34.2         26.0         0.03846      22.217       22.166       
34.22        40.0         0.025        22.215       22.164       
34.24        42.0         0.02381      22.214       22.161       
34.26        38.0         0.02632      22.213       22.158       
34.28        38.0         0.02632      22.212       22.156       
34.3         43.0         0.02326      22.211       22.153       
34.32        33.0         0.0303       22.21        22.15        
34.34        46.0         0.02174      22.209       22.147       
34.36        43.0         0.02326      22.209       22.145       
34.38        39.0         0.02564      22.208       22.142       
34.4         30.0         0.03333      22.207       22.139       
34.42        42.0         0.02381      22.207       22.136       
34.44        42.0         0.02381      22.207       22.134       
34.46        67.0         0.01493      22.207       22.131       
